"","Municipio","Año","Subtipo.de.delito","ene","feb","mar","abr","may","jun","jul","ago","sep","oct","nov","dic","Total"
"5013","Ixtlahuacán del Río",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5014","Jalostotitlán",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5015","Jamay",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5016","Jesús María",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5017","Jilotlán de los Dolores",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5018","Jocotepec",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5019","Juanacatlán",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5020","Juchitlán",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5021","La Barca",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5022","La Huerta",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5023","La Manzanilla de la Paz",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5024","Lagos de Moreno",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,1,0,1
"5025","Magdalena",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5026","Mascota",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5027","Mazamitla",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5028","Mexticacán",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5029","Mezquitic",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5030","Mixtlán",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5031","No Especificado",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5032","Ocotlán",2021,"Hostigamiento sexual",0,0,0,0,1,0,0,0,0,0,1,1,3
"5033","Ojuelos de Jalisco",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5034","Pihuamo",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5035","Poncitlán",2021,"Hostigamiento sexual",0,0,0,1,0,0,0,0,0,0,0,0,1
"5036","Puerto Vallarta",2021,"Hostigamiento sexual",0,1,0,0,0,1,0,0,1,1,1,1,6
"5037","Quitupan",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5038","San Cristóbal de la Barranca",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5039","San Diego de Alejandría",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5040","San Gabriel",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5041","San Ignacio Cerro Gordo",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5042","San Juan de los Lagos",2021,"Hostigamiento sexual",0,1,0,0,0,0,0,0,0,0,0,0,1
"5043","San Juanito de Escobedo",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5044","San Julián",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5045","San Marcos",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5046","San Martín Hidalgo",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5047","San Martín de Bolaños",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5048","San Miguel el Alto",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5049","San Pedro Tlaquepaque",2021,"Hostigamiento sexual",0,1,1,0,0,0,0,1,0,0,0,0,3
"5050","San Sebastián del Oeste",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5051","Santa María de los Ángeles",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5052","Santa María del Oro",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5053","Sayula",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,1,1
"5054","Tala",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5055","Talpa de Allende",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5056","Tamazula de Gordiano",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5057","Tapalpa",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5058","Tecalitlán",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5059","Techaluta de Montenegro",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5060","Tecolotlán",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5061","Tenamaxtlán",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5062","Teocaltiche",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5063","Teocuitatlán de Corona",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5064","Tepatitlán de Morelos",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5065","Tequila",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5066","Teuchitlán",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5067","Tizapán el Alto",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5068","Tlajomulco de Zúñiga",2021,"Hostigamiento sexual",0,0,2,0,0,0,0,0,0,0,0,0,2
"5069","Tolimán",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5070","Tomatlán",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5071","Tonalá",2021,"Hostigamiento sexual",0,0,0,0,2,0,0,0,0,0,0,0,2
"5072","Tonaya",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5073","Tonila",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5074","Totatiche",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5075","Tototlán",2021,"Hostigamiento sexual",0,2,0,0,0,0,0,0,0,1,0,0,3
"5076","Tuxcacuesco",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5077","Tuxcueca",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5078","Tuxpan",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5079","Unión de San Antonio",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5080","Unión de Tula",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5081","Valle de Guadalupe",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5082","Valle de Juárez",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5083","Villa Corona",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5084","Villa Guerrero",2021,"Hostigamiento sexual",0,1,0,0,0,0,0,0,0,0,0,0,1
"5085","Villa Hidalgo",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5086","Villa Purificación",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5087","Yahualica de González Gallo",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5088","Zacoalco de Torres",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5089","Zapopan",2021,"Hostigamiento sexual",0,5,2,3,1,0,0,1,2,1,0,1,16
"5090","Zapotiltic",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5091","Zapotitlán de Vadillo",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5092","Zapotlanejo",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5093","Zapotlán del Rey",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5094","Zapotlán el Grande",2021,"Hostigamiento sexual",0,1,0,0,0,1,1,1,0,0,1,0,5
"5095","Acatic",2021,"Violación",0,0,0,0,1,0,0,0,0,0,0,0,1
"5096","Acatlán de Juárez",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5097","Ahualulco de Mercado",2021,"Violación",0,0,0,0,0,0,0,0,1,0,0,1,2
"5098","Amacueca",2021,"Violación",0,0,1,0,0,0,0,0,0,0,0,0,1
"5099","Amatitán",2021,"Violación",0,0,0,1,0,0,0,0,0,0,0,0,1
"5100","Ameca",2021,"Violación",0,0,0,0,0,0,1,0,0,0,0,0,1
"5101","Arandas",2021,"Violación",0,0,0,0,1,0,0,0,1,0,1,0,3
"5102","Atemajac de Brizuela",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5103","Atengo",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5104","Atenguillo",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5105","Atotonilco el Alto",2021,"Violación",0,0,0,0,0,1,0,0,0,0,1,1,3
"5106","Atoyac",2021,"Violación",0,0,0,0,0,1,0,0,0,0,0,0,1
"5107","Autlán de Navarro",2021,"Violación",0,1,0,1,1,0,0,0,1,2,2,0,8
"5108","Ayotlán",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5109","Ayutla",2021,"Violación",0,0,0,0,0,0,1,0,0,0,0,0,1
"5110","Bolaños",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5111","Cabo Corrientes",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5112","Casimiro Castillo",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5113","Cañadas de Obregón",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5114","Chapala",2021,"Violación",0,0,0,0,1,0,0,0,2,0,1,0,4
"5115","Chimaltitán",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5116","Chiquilistlán",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5117","Cihuatlán",2021,"Violación",1,0,0,0,0,0,0,0,0,0,0,0,1
"5118","Cocula",2021,"Violación",0,0,0,0,0,0,0,1,0,0,0,0,1
"5119","Colotlán",2021,"Violación",0,0,0,0,0,0,0,0,1,0,0,0,1
"5120","Concepción de Buenos Aires",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5121","Cuautitlán de García Barragán",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5122","Cuautla",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5123","Cuquío",2021,"Violación",0,0,0,0,0,0,0,0,1,0,0,0,1
"5124","Degollado",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5125","Ejutla",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5126","El Arenal",2021,"Violación",0,0,1,0,0,0,0,0,0,0,0,0,1
"5127","El Grullo",2021,"Violación",0,0,1,0,1,0,0,0,0,0,1,0,3
"5128","El Limón",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5129","El Salto",2021,"Violación",1,0,3,1,1,0,0,0,0,1,0,0,7
"5130","Encarnación de Díaz",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5131","Etzatlán",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5132","Guachinango",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5133","Guadalajara",2021,"Violación",5,7,10,14,13,12,11,6,12,11,10,14,125
"5134","Gómez Farías",2021,"Violación",0,0,0,1,0,0,0,0,0,0,0,0,1
"5135","Hostotipaquillo",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5136","Huejuquilla el Alto",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5137","Huejúcar",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5138","Ixtlahuacán de los Membrillos",2021,"Violación",0,0,0,1,0,0,1,1,0,0,0,1,4
"5139","Ixtlahuacán del Río",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5140","Jalostotitlán",2021,"Violación",0,0,0,0,1,0,0,0,1,0,0,0,2
"5141","Jamay",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5142","Jesús María",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5143","Jilotlán de los Dolores",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5144","Jocotepec",2021,"Violación",0,0,0,1,0,0,0,0,1,0,0,0,2
"5145","Juanacatlán",2021,"Violación",0,1,0,0,0,0,0,0,0,0,0,0,1
"5146","Juchitlán",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5147","La Barca",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5148","La Huerta",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5149","La Manzanilla de la Paz",2021,"Violación",0,0,0,0,0,0,0,1,0,0,0,0,1
"5150","Lagos de Moreno",2021,"Violación",0,0,0,1,0,0,0,0,2,0,0,0,3
"5151","Magdalena",2021,"Violación",0,0,0,1,0,0,0,0,0,0,0,0,1
"5152","Mascota",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5153","Mazamitla",2021,"Violación",0,0,0,0,0,0,0,0,0,0,1,0,1
"5154","Mexticacán",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5155","Mezquitic",2021,"Violación",0,0,1,0,0,0,0,0,0,0,0,0,1
"5156","Mixtlán",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5157","No Especificado",2021,"Violación",0,1,2,0,0,0,0,1,0,0,0,0,4
"5158","Ocotlán",2021,"Violación",0,0,1,0,1,0,0,0,0,0,0,0,2
"5159","Ojuelos de Jalisco",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5160","Pihuamo",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5161","Poncitlán",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5162","Puerto Vallarta",2021,"Violación",1,1,2,7,2,0,2,2,2,3,5,3,30
"5163","Quitupan",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5164","San Cristóbal de la Barranca",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5165","San Diego de Alejandría",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5166","San Gabriel",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5167","San Ignacio Cerro Gordo",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5168","San Juan de los Lagos",2021,"Violación",1,1,0,0,0,4,0,1,0,0,1,0,8
"5169","San Juanito de Escobedo",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,1,1
"5170","San Julián",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5171","San Marcos",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5172","San Martín Hidalgo",2021,"Violación",0,0,0,0,1,0,0,0,0,0,0,0,1
"5173","San Martín de Bolaños",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5174","San Miguel el Alto",2021,"Violación",0,0,0,0,0,0,1,0,0,0,0,0,1
"5175","San Pedro Tlaquepaque",2021,"Violación",4,3,3,5,6,4,7,3,4,3,6,2,50
"5176","San Sebastián del Oeste",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5177","Santa María de los Ángeles",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5178","Santa María del Oro",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5179","Sayula",2021,"Violación",0,1,0,0,0,0,0,0,0,0,0,1,2
"5180","Tala",2021,"Violación",0,0,1,1,2,0,0,0,0,1,1,1,7
"5181","Talpa de Allende",2021,"Violación",0,0,0,1,0,0,0,0,0,0,0,0,1
"5182","Tamazula de Gordiano",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5183","Tapalpa",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5184","Tecalitlán",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5185","Techaluta de Montenegro",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5186","Tecolotlán",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,1,1
"5187","Tenamaxtlán",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5188","Teocaltiche",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5189","Teocuitatlán de Corona",2021,"Violación",0,0,0,0,0,0,1,0,0,0,0,0,1
"5190","Tepatitlán de Morelos",2021,"Violación",0,1,0,1,0,1,0,1,0,0,0,0,4
"5191","Tequila",2021,"Violación",0,0,0,0,0,0,0,0,0,0,1,0,1
"5192","Teuchitlán",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,1,1
"5193","Tizapán el Alto",2021,"Violación",0,0,0,1,0,1,0,0,0,0,0,0,2
"5194","Tlajomulco de Zúñiga",2021,"Violación",3,8,1,6,2,2,4,7,3,8,7,1,52
"5195","Tolimán",2021,"Violación",0,0,0,0,0,1,0,0,0,0,0,0,1
"5196","Tomatlán",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5197","Tonalá",2021,"Violación",1,3,4,2,4,5,4,1,4,3,0,5,36
"5198","Tonaya",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5199","Tonila",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5200","Totatiche",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5201","Tototlán",2021,"Violación",0,0,0,0,0,0,0,0,0,1,0,0,1
"5202","Tuxcacuesco",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5203","Tuxcueca",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5204","Tuxpan",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5205","Unión de San Antonio",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5206","Unión de Tula",2021,"Violación",0,0,0,0,0,0,0,0,0,1,0,0,1
"5207","Valle de Guadalupe",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5208","Valle de Juárez",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5209","Villa Corona",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5210","Villa Guerrero",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5211","Villa Hidalgo",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5212","Villa Purificación",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5213","Yahualica de González Gallo",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5214","Zacoalco de Torres",2021,"Violación",1,0,0,0,0,0,0,0,0,0,0,1,2
"5215","Zapopan",2021,"Violación",11,9,13,9,7,6,12,6,10,11,12,8,114
"5216","Zapotiltic",2021,"Violación",0,0,1,1,0,0,1,0,1,0,0,0,4
"5217","Zapotitlán de Vadillo",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5218","Zapotlanejo",2021,"Violación",0,0,0,0,0,0,1,1,1,0,0,0,3
"5219","Zapotlán del Rey",2021,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"5220","Zapotlán el Grande",2021,"Violación",0,1,1,1,0,0,0,0,0,0,0,0,3
"5221","Acatic",2021,"Violencia familiar",1,1,2,3,0,1,3,0,0,3,2,0,16
"5222","Acatlán de Juárez",2021,"Violencia familiar",3,3,3,9,3,2,4,4,3,1,2,3,40
"5223","Ahualulco de Mercado",2021,"Violencia familiar",1,0,4,3,0,2,1,3,3,1,6,0,24
"5224","Amacueca",2021,"Violencia familiar",0,0,1,0,3,0,0,0,0,0,0,0,4
"5225","Amatitán",2021,"Violencia familiar",1,0,2,1,1,0,0,0,0,3,0,1,9
"5226","Ameca",2021,"Violencia familiar",10,9,6,5,8,13,10,9,11,9,12,7,109
"5227","Arandas",2021,"Violencia familiar",6,9,16,6,8,7,10,6,7,9,17,13,114
"5228","Atemajac de Brizuela",2021,"Violencia familiar",0,0,1,1,0,0,0,1,1,0,0,1,5
"5229","Atengo",2021,"Violencia familiar",0,0,0,0,0,1,0,0,0,0,0,0,1
"5230","Atenguillo",2021,"Violencia familiar",0,0,0,0,0,0,0,0,0,1,0,0,1
"5231","Atotonilco el Alto",2021,"Violencia familiar",6,6,12,15,11,9,9,11,6,8,2,2,97
"5232","Atoyac",2021,"Violencia familiar",0,0,0,0,0,0,0,0,0,1,0,0,1
"5233","Autlán de Navarro",2021,"Violencia familiar",12,9,11,11,15,10,13,10,7,9,8,14,129
"5234","Ayotlán",2021,"Violencia familiar",1,3,2,3,0,0,1,2,0,2,2,1,17
"5235","Ayutla",2021,"Violencia familiar",2,1,0,1,0,1,0,0,0,2,0,1,8
"5236","Bolaños",2021,"Violencia familiar",0,0,0,0,2,0,0,0,0,0,1,0,3
"5237","Cabo Corrientes",2021,"Violencia familiar",0,0,2,1,0,0,0,0,2,1,0,0,6
"5238","Casimiro Castillo",2021,"Violencia familiar",0,0,2,3,0,2,0,1,1,0,0,1,10
"5239","Cañadas de Obregón",2021,"Violencia familiar",0,0,0,0,1,0,0,0,0,0,0,0,1
"5240","Chapala",2021,"Violencia familiar",12,4,11,7,8,6,2,2,9,3,3,8,75
"5241","Chimaltitán",2021,"Violencia familiar",0,0,0,0,0,0,0,0,0,0,0,0,0
"5242","Chiquilistlán",2021,"Violencia familiar",0,0,1,0,1,1,0,0,0,0,0,0,3
"5243","Cihuatlán",2021,"Violencia familiar",8,10,10,8,7,11,6,9,8,4,9,8,98
"5244","Cocula",2021,"Violencia familiar",0,2,3,4,1,3,2,6,1,5,2,0,29
"5245","Colotlán",2021,"Violencia familiar",1,4,6,3,4,5,5,3,3,2,4,3,43
"5246","Concepción de Buenos Aires",2021,"Violencia familiar",0,0,0,0,0,0,0,0,0,0,0,0,0
"5247","Cuautitlán de García Barragán",2021,"Violencia familiar",2,0,0,1,1,0,0,0,1,2,3,3,13
"5248","Cuautla",2021,"Violencia familiar",0,0,0,0,0,0,0,0,0,0,0,0,0
"5249","Cuquío",2021,"Violencia familiar",1,0,3,2,3,3,2,0,0,1,0,2,17
"5250","Degollado",2021,"Violencia familiar",0,1,0,0,3,0,1,1,0,2,0,0,8
"5251","Ejutla",2021,"Violencia familiar",0,0,0,0,0,0,0,0,0,1,0,0,1
"5252","El Arenal",2021,"Violencia familiar",2,1,1,3,0,1,1,2,2,2,2,2,19
"5253","El Grullo",2021,"Violencia familiar",2,2,5,6,7,3,3,5,9,8,5,7,62
"5254","El Limón",2021,"Violencia familiar",1,0,1,1,1,1,0,0,0,4,1,0,10
"5255","El Salto",2021,"Violencia familiar",19,21,56,46,37,26,28,38,26,32,33,27,389
"5256","Encarnación de Díaz",2021,"Violencia familiar",4,1,5,8,6,8,3,5,2,2,6,2,52
"5257","Etzatlán",2021,"Violencia familiar",1,0,1,3,2,2,0,2,0,1,4,3,19
"5258","Guachinango",2021,"Violencia familiar",0,0,0,0,1,0,0,1,0,2,1,0,5
"5259","Guadalajara",2021,"Violencia familiar",179,201,270,236,251,227,221,241,213,247,201,232,2719
"5260","Gómez Farías",2021,"Violencia familiar",2,3,0,0,1,1,0,2,2,1,0,0,12
"5261","Hostotipaquillo",2021,"Violencia familiar",0,0,0,3,1,1,1,0,0,0,0,0,6
"5262","Huejuquilla el Alto",2021,"Violencia familiar",0,0,1,0,0,1,0,1,0,0,0,0,3
"5263","Huejúcar",2021,"Violencia familiar",0,0,0,0,0,0,0,0,0,0,0,0,0
"5264","Ixtlahuacán de los Membrillos",2021,"Violencia familiar",2,1,7,6,4,7,5,7,4,4,3,3,53
"5265","Ixtlahuacán del Río",2021,"Violencia familiar",0,1,5,2,7,3,4,3,2,0,3,2,32
"5266","Jalostotitlán",2021,"Violencia familiar",4,1,4,6,5,2,2,3,1,4,6,0,38
"5267","Jamay",2021,"Violencia familiar",1,2,2,3,2,4,1,0,3,6,3,5,32
"5268","Jesús María",2021,"Violencia familiar",1,0,0,2,1,2,1,3,0,1,3,2,16
"5269","Jilotlán de los Dolores",2021,"Violencia familiar",0,0,0,0,0,0,0,0,0,0,0,0,0
"5270","Jocotepec",2021,"Violencia familiar",2,0,3,0,2,1,2,1,1,0,4,0,16
"5271","Juanacatlán",2021,"Violencia familiar",3,4,8,5,3,4,1,7,2,3,3,6,49
"5272","Juchitlán",2021,"Violencia familiar",0,0,0,0,1,0,1,1,0,0,3,0,6
"5273","La Barca",2021,"Violencia familiar",8,4,11,11,5,7,10,5,5,3,5,10,84
"5274","La Huerta",2021,"Violencia familiar",4,2,0,1,2,2,1,0,4,5,2,2,25
"5275","La Manzanilla de la Paz",2021,"Violencia familiar",0,0,0,1,0,0,1,0,0,0,0,0,2
"5276","Lagos de Moreno",2021,"Violencia familiar",16,21,22,26,29,30,23,21,16,26,22,19,271
"5277","Magdalena",2021,"Violencia familiar",1,1,2,1,2,1,1,1,2,1,1,2,16
"5278","Mascota",2021,"Violencia familiar",4,4,1,4,2,0,3,2,0,1,1,0,22
"5279","Mazamitla",2021,"Violencia familiar",3,0,0,0,0,2,1,0,1,3,0,0,10
"5280","Mexticacán",2021,"Violencia familiar",0,0,1,0,0,1,0,1,1,0,0,0,4
"5281","Mezquitic",2021,"Violencia familiar",0,2,2,1,2,1,1,0,1,3,1,1,15
"5282","Mixtlán",2021,"Violencia familiar",1,0,0,0,0,0,2,0,0,0,0,0,3
"5283","No Especificado",2021,"Violencia familiar",0,1,1,0,1,0,1,0,0,1,1,0,6
"5284","Ocotlán",2021,"Violencia familiar",16,9,14,18,7,15,14,11,16,19,19,8,166
"5285","Ojuelos de Jalisco",2021,"Violencia familiar",3,3,2,2,0,1,0,2,1,3,1,2,20
"5286","Pihuamo",2021,"Violencia familiar",0,0,0,0,0,0,2,0,0,1,0,2,5
"5287","Poncitlán",2021,"Violencia familiar",1,1,2,3,2,6,1,1,2,0,1,1,21
"5288","Puerto Vallarta",2021,"Violencia familiar",36,35,59,62,54,43,52,45,36,47,40,42,551
"5289","Quitupan",2021,"Violencia familiar",0,0,2,1,1,0,0,1,1,0,0,0,6
"5290","San Cristóbal de la Barranca",2021,"Violencia familiar",0,0,0,0,0,0,0,0,0,0,0,0,0
"5291","San Diego de Alejandría",2021,"Violencia familiar",0,0,0,0,0,0,0,0,0,0,0,0,0
"5292","San Gabriel",2021,"Violencia familiar",1,2,0,0,0,0,0,0,2,0,0,1,6
"5293","San Ignacio Cerro Gordo",2021,"Violencia familiar",0,0,2,2,1,0,0,0,1,1,1,0,8
